,playerID,H_x,AB,Average
7244,rehgwa01,188,752,0.25
7248,reichri01,864,3307,0.26126398548533414
7255,reillch02,595,2381,0.249895002099958
7258,reilljo01,1352,4684,0.2886421861656704
7262,reimeke01,376,1455,0.2584192439862543
7263,reimono01,339,1378,0.24600870827285923
7268,reipsch01,246,1109,0.2218214607754734
7269,reisepe01,786,2662,0.29526671675432004
7272,reitzhe01,801,2744,0.29190962099125367
7273,reitzke01,1243,4777,0.2602051496755286
7275,remseja01,573,2353,0.24351891202719933
7276,remyje01,1226,4455,0.27519640852974186
7278,rendoan01,657,2350,0.2795744680851064
7280,renicri01,122,553,0.2206148282097649
7281,rennabi01,219,918,0.238562091503268
7282,rensato01,134,514,0.2607003891050584
7283,renteed01,2327,8142,0.2858020142471137
7286,repkoja01,157,700,0.22428571428571428
7287,repozro01,480,2145,0.22377622377622378
7288,repulri01,830,3088,0.26878238341968913
7292,retteme01,693,2555,0.27123287671232876
7293,retzeke01,182,690,0.263768115942029
7294,reverbe01,892,3138,0.28425748884639895
7295,reverda01,486,1832,0.2652838427947598
7300,reyesjo01,2095,7324,0.2860458765701802
7302,reyesna01,264,931,0.28356605800214824
7305,reynoca01,1357,4495,0.30189098998887653
7309,reynoha01,1233,4782,0.2578419071518193
7310,reynoma01,1209,5091,0.2374779021803182
7312,reynorj01,605,2270,0.2665198237885463
7314,reynoto01,265,1170,0.2264957264957265
7317,rhielbi01,138,519,0.2658959537572254
7318,rhodedu01,296,1172,0.2525597269624573
7319,rhodeka01,132,590,0.22372881355932203
7322,rhyneha01,508,2031,0.25012309207287053
7324,ricede01,908,3826,0.23732357553580763
7325,riceha01,1118,3740,0.2989304812834225
7326,riceha02,307,1183,0.2595097210481826
7327,riceji01,2452,8225,0.29811550151975685
7332,richabo01,1432,5386,0.26587448941700703
7333,richach01,229,899,0.25472747497219134
7336,richage01,1028,3549,0.2896590588898281
7341,richami01,131,580,0.22586206896551725
7343,richapa01,321,1417,0.22653493295695132
7345,richbla01,806,2619,0.30775105001909125
7348,richmjo01,410,1725,0.23768115942028986
7351,rickajo01,132,518,0.2548262548262548
7355,rickema01,284,1149,0.24717145343777197
7360,riconha01,189,765,0.24705882352941178
7367,riggejo01,134,558,0.24014336917562723
7369,riggsle01,650,2477,0.26241421073879695
7370,rignebi01,510,1966,0.25940996948118006
7371,rigneto01,669,2326,0.28761822871883064
7373,rileser01,637,2504,0.2543929712460064
7378,ringofr01,97,506,0.191699604743083
7380,riosal01,1778,6419,0.27699018538713194
7381,riosar01,275,1021,0.2693437806072478
7383,ripkebi01,674,2729,0.2469769146207402
7384,ripkeca01,3184,11551,0.2756471301186045
7385,ripplji01,510,1809,0.28192371475953565
7386,risbesw01,394,1619,0.24336009882643608
7388,ritchcl01,1619,5923,0.27334121222353536
7391,rittele01,315,1437,0.21920668058455114
7394,rivaslu01,541,2101,0.25749643027129937
7395,riverbo01,220,831,0.2647412755716005
7399,riverji01,911,3552,0.2564752252252252
7400,riverju01,950,3471,0.2736963411120715
7401,riverlu01,516,2215,0.23295711060948082
7402,rivermi01,1660,5629,0.2949014034464381
7403,rivermi02,131,548,0.23905109489051096
7404,riverre01,289,1316,0.2196048632218845
7405,riverru01,343,1586,0.21626733921815888
7408,rizzoan01,894,3336,0.26798561151079137
7409,rizzojo01,497,1842,0.2698154180238871
7410,rizzuph01,1588,5816,0.2730398899587345
7413,roachro01,151,608,0.24835526315789475
7417,roberan01,182,724,0.2513812154696133
7418,roberbi01,1220,4147,0.29418857005063903
7419,roberbo01,578,2385,0.24234800838574425
7420,roberbr01,1527,5531,0.2760802748146809
7422,robercu01,128,575,0.22260869565217392
7423,roberda01,812,2830,0.28692579505300353
7426,roberda06,483,2017,0.23946455131383243
7427,roberda07,721,2707,0.2663465090506095
7431,roberge01,615,2200,0.27954545454545454
7436,roberry01,365,1500,0.24333333333333335
7437,robersh01,346,1507,0.22959522229595222
7439,robersk02,112,508,0.2204724409448819
7441,robinaa01,478,1839,0.2599238716693855
7442,robinbi02,1127,4364,0.2582493125572869
7443,robinbr01,2848,10654,0.267317439459358
7447,robincr01,157,718,0.21866295264623956
7452,robined01,1146,4282,0.26763194768799625
7453,robinfl01,929,3284,0.28288672350791716
7455,robinfr02,2943,10006,0.29412352588446933
7457,robinja02,1518,4877,0.3112569202378511
7458,robinke02,196,735,0.26666666666666666
7459,robinra01,156,700,0.22285714285714286
7462,robinwi01,1388,5075,0.2734975369458128
7469,roccomi01,444,1721,0.2579895409645555
7476,rodgean01,628,2521,0.24910749702499008
7479,rodgebu01,704,3033,0.23211341905703922
7481,rodrial01,3115,10566,0.2948135529055461
7482,rodriau01,1570,6611,0.23748298290727576
7486,rodriel01,533,2173,0.24528301886792453
7490,rodrihe02,784,3031,0.2586605080831409
7492,rodriiv01,2844,9592,0.2964970809007506
7497,rodrilu01,231,972,0.23765432098765432
7499,rodrise01,528,2297,0.22986504135829341
7504,roeniga01,670,2708,0.24741506646971936
7505,roeniro01,256,1076,0.2379182156133829
7506,roettwa01,556,1949,0.2852744997434582
7508,rogelbi01,1375,5149,0.2670421441056516
7514,rogerji01,140,597,0.23450586264656617
7518,rohege01,197,868,0.2269585253456221
7524,rojasmi02,194,757,0.2562747688243065
7525,rojekst01,470,1764,0.26643990929705214
7526,rolensc01,2077,7398,0.2807515544741822
7527,rolfere01,1394,4827,0.2887922104827015
7530,rolliji01,2455,9294,0.26414891327738327
7533,rolliri01,887,3303,0.2685437481077808
7534,rollsda01,203,819,0.24786324786324787
7538,romanjo01,706,2767,0.25514998192988797
7541,romered01,473,1912,0.24738493723849372
7545,rominau01,124,563,0.2202486678507993
7546,rominke01,158,630,0.2507936507936508
7551,roofph01,463,2151,0.21524872152487215
7560,rosarbu01,836,3198,0.2614133833646029
7561,rosared01,368,1330,0.27669172932330827
7566,rosarwi01,413,1512,0.27314814814814814
7567,rosebjo01,1206,4847,0.24881369919537857
7570,roselda01,206,873,0.23596792668957617
7572,rosenal01,1063,3725,0.2853691275167785
7573,rosengo01,557,1916,0.2907098121085595
7575,rosenla01,390,1483,0.26298044504383006
7579,rosepe01,4256,14053,0.3028534832420124
7583,rossch01,316,1309,0.24140565317035906
7584,rossdo01,390,1488,0.2620967741935484
7586,rossmcl01,523,1848,0.283008658008658
7588,rothbr01,804,2831,0.2839985870717061
7592,rothfr01,196,783,0.2503192848020434
7596,roushed01,2376,7363,0.32269455385033274
7598,rowanaa01,1193,4374,0.27274805669867397
7602,roweja01,1256,4386,0.2863657090743274
7603,rowelba01,523,1901,0.2751183587585481
7604,rowened01,130,538,0.241635687732342
7609,roystje01,1049,4208,0.249287072243346
7613,ruary01,137,557,0.2459605026929982
7614,rubelal01,186,747,0.24899598393574296
7617,ruckejo01,711,2617,0.27168513565150937
7619,rudijo01,1468,5556,0.26421886249100074
7621,rudolke01,158,743,0.2126514131897712
7622,ruelmu01,1242,4514,0.2751439964554719
7623,rufda01,177,737,0.24016282225237448
7625,ruggiju01,343,1340,0.25597014925373135
7626,ruizch01,276,1150,0.24
7633,runnepe01,1854,6373,0.2909147967989958
7635,ruppca01,240,1027,0.23369036027263876
7637,russead02,324,1352,0.23964497041420119
7638,russebi01,1926,7318,0.2631866630226838
7640,russeji01,959,3595,0.266759388038943
7643,russeri01,344,1402,0.24536376604850213
7647,rutlejo01,284,1101,0.2579473206176203
7651,ryanbl01,318,1330,0.23909774436090225
7652,ryanbu01,161,571,0.2819614711033275
7653,ryanco01,988,3982,0.24811652435961828
7655,ryanja01,476,2192,0.21715328467153286
7659,ryanmi02,370,1920,0.19270833333333334
7665,saboch01,898,3354,0.26774001192605845
7668,sadekmi01,184,813,0.22632226322263221
7669,sadledo01,155,768,0.20182291666666666
7673,saenzol01,438,1663,0.26337943475646425
7674,saffeto01,143,602,0.23754152823920266
7678,saiervi01,775,2948,0.2628900949796472
7679,sakatle01,296,1289,0.22963537626066718
7680,saladty01,182,787,0.2312579415501906
7681,salasma01,319,1292,0.24690402476780185
7682,salazan01,188,886,0.21218961625282168
7686,salkebi01,232,850,0.27294117647058824
7687,salmoch01,415,1667,0.2489502099580084
7688,salmoti01,1674,5934,0.282103134479272
7690,saltaja01,662,2845,0.23268892794376098
7691,saltzja01,199,764,0.2604712041884817
7695,samplbi01,684,2516,0.2718600953895072
7697,samueju01,1578,6081,0.25949679329057723
7702,sanchal03,452,1527,0.2960052390307793
7703,sanchan02,145,570,0.2543859649122807
7704,sanchca01,273,1127,0.2422360248447205
7706,sanchfr01,1012,3402,0.29747207524985303
7707,sanchga01,508,1998,0.25425425425425424
7708,sanchga02,191,674,0.28338278931750743
7709,sanchhe01,186,783,0.23754789272030652
7711,sanchre01,1317,4850,0.27154639175257733
7713,sandbja01,139,630,0.22063492063492063
7714,sandbry01,2386,8385,0.2845557543231962
7716,sandede02,558,2123,0.2628356099858691
7718,sandera01,597,2182,0.27360219981668193
7720,sandere02,1666,6241,0.2669443999359077
7721,sandhe01,781,3033,0.2575008242664029
7725,sandopa01,1118,3950,0.2830379746835443
7731,sanguma01,1500,5062,0.2963255630185697
7734,sanomi01,290,1140,0.2543859649122807
7737,santaca01,995,3994,0.24912368552829245
7738,santada01,275,1067,0.25773195876288657
7739,santado01,247,948,0.26054852320675104
7740,santafp01,415,1691,0.24541691306918983
7742,santara01,497,2021,0.2459178624443345
7743,santibe01,1830,6951,0.2632714717306862
7744,santira01,592,2436,0.24302134646962234
7748,santone01,206,884,0.2330316742081448
7751,santoro01,2254,8143,0.2768021613655901
7757,sarnibi01,311,1182,0.26311336717428085
7758,sassema01,317,1189,0.26661059714045415
7761,satrito01,365,1623,0.22489217498459643
7765,sauerha01,1278,4796,0.2664720600500417
7767,saundmi01,570,2455,0.23217922606924643
7771,savagji01,139,503,0.27634194831013914
7772,savagte01,321,1375,0.23345454545454544
7773,saverbo01,206,861,0.23925667828106853
7774,sawatca01,351,1449,0.2422360248447205
7778,saxst01,1949,6940,0.280835734870317
7780,saylo01,287,1239,0.23163841807909605
7788,scarrru01,296,1037,0.2854387656702025
7789,scarsle01,255,898,0.28396436525612473
7790,scarsst01,198,830,0.2385542168674699
7791,schaapa01,869,3555,0.24444444444444444
7793,schafha01,449,1655,0.27129909365558913
7794,schafji01,128,574,0.2229965156794425
7795,schafjo02,295,1292,0.228328173374613
7796,schaflo01,134,625,0.2144
7800,schalra01,1345,5306,0.2534866189219751
7801,schalro01,259,1112,0.2329136690647482
7803,schanwa01,1506,5307,0.283776144714528
7804,scharar01,189,776,0.24355670103092783
7805,scharge01,316,1317,0.23993925588458617
7807,schebsc01,187,766,0.24412532637075718
7808,scheeal01,262,931,0.2814178302900107
7811,schefbo01,357,1357,0.2630803242446573
7812,schefte01,128,539,0.23747680890538034
7813,scheiri01,320,1218,0.2627257799671593
7817,schenha01,133,538,0.24721189591078066
7823,schiena01,529,2090,0.25311004784688995
7824,schilch01,470,1969,0.23869984763839514
7828,schlala01,158,658,0.24012158054711247
7829,schlead01,455,1918,0.23722627737226276
7831,schlidu01,141,520,0.27115384615384613
7834,schmara01,284,1054,0.269449715370019
7835,schmibo01,360,1480,0.24324324324324326
7836,schmibo02,317,1305,0.24291187739463602
7839,schmimi01,2234,8352,0.2674808429118774
7840,schmiwa01,619,2411,0.25673994193280797
7842,schnebr01,781,3165,0.2467614533965245
7844,schoere01,2449,8479,0.2888312300978889
7845,schofdi01,699,3083,0.22672721375283814
7846,schofdi02,989,4299,0.23005350081414283
7847,schomot01,220,777,0.28314028314028317
7849,schoojo01,530,2011,0.26355047240179014
7852,schreos01,829,3057,0.27118089630356557
7854,schripo01,721,2733,0.26381266008049764
7855,schrobi01,303,1262,0.24009508716323297
7857,schubhe01,235,935,0.25133689839572193
7859,schulfr01,1766,6533,0.2703199142813409
7860,schulfr02,1241,4259,0.29138295374501055
7862,schulho01,383,1588,0.241183879093199
7866,schuljo03,558,1959,0.28483920367534454
7870,schulwe02,417,1442,0.28918169209431344
7871,schuri01,386,1568,0.2461734693877551
7875,schwaky01,146,658,0.22188449848024316
7877,schweal01,208,874,0.2379862700228833
7881,sciosmi01,1131,4373,0.2586325177223874
7883,sconida01,169,637,0.2653061224489796
7887,scottev01,1455,5837,0.249271886242933
7889,scottge02,1992,7433,0.2679940804520382
7893,scottlu01,725,2810,0.2580071174377224
7894,scottpe01,158,522,0.30268199233716475
7895,scottro01,504,2132,0.23639774859287055
7896,scottto01,699,2803,0.24937566892615054
7901,scutama01,1355,4887,0.2772662164927358
7903,seageco01,385,1264,0.3045886075949367
7904,seageky01,995,3779,0.2632971685631119
7907,sebriji01,368,1411,0.26080793763288446
7909,seedsbo01,537,1937,0.27723283427981416
7911,seerepa01,406,1815,0.2236914600550964
7912,sefcike01,212,771,0.27496757457846954
7915,seguida01,1412,4847,0.2913142149783371
7917,segurje01,842,2973,0.28321560713084426
7920,selbaki01,1807,6165,0.29310624493106247
7923,selkige01,810,2790,0.2903225806451613
7929,semiema01,435,1766,0.24631936579841449
7930,seminan01,953,3921,0.24305024228513133
7935,serenbi01,311,1239,0.2510088781275222
7937,servasc01,611,2493,0.24508624147613317
7940,severha01,1245,4312,0.2887291280148423
7944,seweljo01,2226,7132,0.3121144139091419
7945,sewellu01,1393,5383,0.258777633289987
7947,sexsori01,1286,4928,0.2609577922077922
7951,seyboso01,1085,3685,0.2944369063772049
7954,shafeti01,212,776,0.27319587628865977
7957,shaffor01,1000,3552,0.28153153153153154
7960,shamsar01,426,1686,0.2526690391459075
7962,shanewa01,175,629,0.27821939586645467
7963,shankho01,1440,5699,0.25267590805404455
7965,shannda01,225,964,0.23340248962655602
7968,shannmi01,710,2780,0.25539568345323743
7970,shannre01,277,1070,0.2588785046728972
7971,shannsp01,677,2613,0.25908916953693073
7977,sharpbi01,281,1104,0.2545289855072464
7978,sharpbu01,139,625,0.2224
7979,sharpmi01,337,1203,0.2801330008312552
7983,shawal02,434,1547,0.28054298642533937
7986,shawtr01,324,1244,0.2604501607717042
7987,shayda01,186,775,0.24
7989,sheafda01,219,946,0.23150105708245244
7991,shealry01,146,545,0.26788990825688075
7992,sheame01,263,1197,0.2197159565580618
7994,sheanda01,495,2167,0.22842639593908629
7996,sheckji01,2084,7605,0.2740302432610125
8000,sheehto01,238,1011,0.2354104846686449
8002,sheelea01,1340,4471,0.29970923730709015
8004,sheetan01,207,960,0.215625
8005,sheetla01,607,2284,0.2657618213660245
8006,sheffga01,2689,9217,0.2917435174134751
8007,shelbjo01,739,3090,0.23915857605177993
8011,sheltch01,254,930,0.2731182795698925
8014,shepaja01,195,751,0.2596537949400799
8020,sheripa01,611,2419,0.25258371227780074
8035,shindbi01,1564,5815,0.26895958727429065
8036,shinjts01,215,876,0.2454337899543379
8038,shinnti01,222,929,0.23896663078579117
8039,shipkbi01,110,552,0.19927536231884058
8040,shiplcr01,364,1345,0.27063197026022306
8041,shirear01,287,986,0.29107505070993916
8052,shoppke01,361,1616,0.2233910891089109
8053,shortch01,370,1345,0.275092936802974
8056,shottbu01,1338,4945,0.2705763397371082
8059,shubage01,211,814,0.2592137592137592
8060,shugafr01,804,3014,0.2667551426675514
8061,shumpte01,497,1969,0.25241239207719657
8063,sickied01,135,597,0.22613065326633167
8065,siebedi01,1104,3917,0.28184835333163133
8066,siebeno01,1217,4481,0.27159116268690026
8073,sierrru01,2152,8044,0.2675285927399304
8074,sievero01,1703,6387,0.26663535306090497
8088,simmoal01,2927,8759,0.33417056741637174
8089,simmoan01,762,2884,0.2642163661581137
8091,simmoha01,234,951,0.24605678233438485
8095,simmote01,2472,8680,0.2847926267281106
8096,simmsmi01,163,660,0.24696969696969698
8097,simonha01,144,539,0.26716141001855287
8099,simonmi01,241,1069,0.225444340505145
8100,simonra01,455,1609,0.28278433809819764
8102,simpsdi01,107,518,0.20656370656370657
8103,simpsha01,752,2829,0.26581831035701664
8105,simsdu01,580,2422,0.23947151114781173
8109,singlch01,609,2230,0.27309417040358747
8112,singlke01,2029,7189,0.282236750591181
8113,singtfr01,140,516,0.2713178294573643
8118,sisledi01,720,2606,0.2762854950115119
8119,sistisi01,732,2999,0.2440813604534845
8121,sizemgr01,1098,4147,0.2647697130455751
8122,sizemsc01,128,533,0.2401500938086304
8123,sizemte01,1311,5011,0.2616244262622231
8125,skaggda01,123,510,0.2411764705882353
8130,skinnbo01,1198,4318,0.2774432607688745
8132,skinnjo01,329,1441,0.22831367106176267
8134,skizalo01,196,725,0.27034482758620687
8135,skowrbi01,1566,5547,0.28231476473769607
8138,sladego01,353,1372,0.25728862973760935
8139,slaglji01,1340,4996,0.2682145716573259
8142,slattmi01,372,1481,0.2511816340310601
8143,slaugdo01,1151,4063,0.28328821068176224
8144,slaugen01,2383,7946,0.29989932041278633
8146,sledgte01,174,705,0.24680851063829787
8154,smallro01,601,2644,0.2273071104387292
8155,smallro02,1454,5657,0.2570266925932473
8156,smallwi01,113,540,0.20925925925925926
8159,smithal01,252,955,0.2638743455497382
8160,smithal04,1458,5357,0.2721672577935412
8164,smithbi05,234,1018,0.22986247544204322
8165,smithbo04,234,962,0.24324324324324326
8166,smithbo06,192,826,0.2324455205811138
8171,smithch04,594,2484,0.2391304347826087
8177,smithdw01,497,1807,0.2750415052573326
8179,smithea01,429,1580,0.27151898734177216
8180,smithea02,686,2264,0.3030035335689046
8183,smithel02,881,3195,0.27574334898278563
8186,smithfr05,321,1422,0.22573839662447256
8187,smithge04,130,634,0.20504731861198738
8191,smithha03,214,1004,0.21314741035856574
8194,smithha08,715,2682,0.26659209545115586
8195,smithha09,437,1697,0.2575132586918091
8197,smithja03,1301,4532,0.28706972639011474
8198,smithja05,122,576,0.21180555555555555
8199,smithji01,247,1127,0.2191659272404614
8213,smithlo01,1488,5170,0.28781431334622826
8215,smithma03,233,959,0.2429614181438999
8221,smithoz01,2460,9396,0.26181353767560667
8224,smithpa03,152,562,0.2704626334519573
8226,smithre02,1087,3907,0.2782185820322498
8230,smithre06,2020,7033,0.2872174036684203
8231,smithse01,934,3582,0.26074818537130096
8241,smithwa01,117,510,0.22941176470588234
8243,smoakju01,722,3115,0.2317817014446228
8244,smolija01,138,569,0.24253075571177504
8245,smootho01,763,2635,0.28956356736242883
8251,sneedjo01,263,982,0.26782077393075354
8255,snidedu01,2116,7161,0.29548945677977934
8259,snodgfr01,852,3101,0.2747500806191551
8260,snopech01,142,607,0.23393739703459637
8262,snowjt01,1509,5641,0.2675057613898245
8267,snydech02,467,2087,0.22376617153809295
8270,snydeco02,902,3656,0.24671772428884026
8272,snydefr01,1122,4229,0.26531094821470796
8274,snydeje01,145,630,0.23015873015873015
8278,snydepo01,855,3643,0.23469667856162504
8280,snyderu01,984,3631,0.2709997245937758
8283,soderer01,764,2894,0.26399447131997233
8284,sofieri01,149,612,0.2434640522875817
8285,sogarer01,357,1459,0.2446881425633996
8286,sojolu01,671,2571,0.26098794243485024
8287,solaito01,336,1316,0.2553191489361702
8288,solando01,274,1068,0.2565543071161049
8290,solarya01,499,1866,0.26741693461950694
8291,solerjo01,190,779,0.24390243902439024
8294,soltemo01,990,3421,0.28938906752411575
8300,soriaal01,2095,7750,0.2703225806451613
8303,sorrepa01,876,3412,0.2567409144196952
8305,sosasa01,2408,8813,0.2732327243844321
8306,sothede01,379,1355,0.27970479704797047
8307,sotoge01,619,2522,0.24544012688342584
8309,souchst01,313,1227,0.25509372453137735
8310,southbi01,1296,4359,0.2973158981417756
8313,souzast01,318,1349,0.2357301704966642
8316,spande01,1384,4889,0.2830844753528329
8317,spangal01,594,2267,0.2620202911336568
8318,spangco01,228,857,0.2660443407234539
8319,speakbo01,170,761,0.2233902759526938
8322,spehrti01,110,556,0.19784172661870503
8323,speiech01,1759,7156,0.24580771380659586
8328,spencda01,901,3689,0.24423963133640553
8329,spencji01,1227,4908,0.25
8330,spencro01,448,1814,0.24696802646085997
8331,spencsh01,438,1671,0.2621184919210054
8332,spencst01,1090,3871,0.2815809868251098
8334,spenctu01,298,1326,0.22473604826546004
8340,spierbi01,922,3408,0.2705399061032864
8342,spiezed01,367,1544,0.23769430051813473
8343,spikech01,502,2039,0.24619911721432075
8344,spilbry01,424,1561,0.2716207559256887
8345,spilmha01,192,810,0.23703703703703705
8347,spiveju01,419,1553,0.26980038634900194
8349,spohral01,575,2218,0.25924256086564473
8351,spraged02,1010,4095,0.24664224664224665
8354,springe01,498,1875,0.2656
8357,spurgfr01,335,1176,0.2848639455782313
8363,stahlja01,894,3425,0.261021897810219
8364,stahlla01,400,1721,0.23242300987797793
8365,stahosc01,261,1019,0.2561334641805692
8367,staintu01,585,2261,0.25873507297655907
8368,stairma01,1366,5204,0.2624903920061491
8373,stallvi01,497,2059,0.2413793103448276
8374,stanaos01,819,3503,0.23379960034256353
8378,stankan01,203,844,0.24052132701421802
8379,stanked01,1154,4301,0.26830969541966987
8382,stanlfr01,356,1650,0.21575757575757576
8385,stanlmi01,1243,5022,0.2475109518120271
8386,stanlmi02,1138,4222,0.2695405021316911
8391,stantle01,628,2575,0.24388349514563107
8392,stantmi03,960,3577,0.26838132513279284
8394,staplda01,550,2028,0.27120315581854043
8396,stargwi01,2232,7927,0.2815693200454144
8402,startjo01,1417,4743,0.2987560615644107
8407,statzji01,737,2585,0.2851063829787234
8408,staubru01,2716,9720,0.27942386831275723
8411,stearec01,491,2025,0.24246913580246915
8412,stearjo01,696,2681,0.2596046251398732
8421,steinbi02,751,2811,0.2671647100675916
8423,steinha01,1578,5900,0.26745762711864407
8424,steinha02,170,583,0.2915951972555746
8427,steinte01,1453,5369,0.27062767740733845
8431,stengca01,1219,4288,0.28428171641791045
8433,stennre01,1239,4521,0.27405441274054415
8435,stenzja01,1024,3031,0.33784229627185747
8438,stephge01,460,1913,0.24046001045478307
8439,stephji01,276,1252,0.22044728434504793
8441,stephjo02,214,989,0.21638018200202225
8444,stephri01,1515,4508,0.3360692102928128
8445,stephve01,1859,6497,0.28613206095120824
8451,stevech01,184,732,0.25136612021857924
8452,steveed01,308,1220,0.25245901639344265
8453,stevele01,847,3332,0.2542016806722689
8460,stewabu01,547,2041,0.26800587947084764
8461,stewach01,269,1169,0.23011120615911035
8462,stewagl01,158,742,0.21293800539083557
8463,stewaia01,341,1489,0.229012760241773
8464,stewaji01,336,1420,0.23661971830985915
8467,stewash01,1653,5574,0.2965554359526372
8470,stillku01,779,3125,0.24928
8474,stinnke01,476,2033,0.2341367437284801
8475,stinsbo01,408,1634,0.24969400244798043
8477,stirnsn01,989,3695,0.26765899864682
8478,stockke01,703,2773,0.25351604760187524
8481,stockmi01,1806,6249,0.28900624099855976
8484,stonege01,986,3274,0.3011606597434331
8486,stoneje01,261,941,0.2773645058448459
8487,stonejo01,1391,4494,0.30952380952380953
8489,stonero02,194,804,0.24129353233830847
8491,storkal01,225,863,0.2607184241019699
8492,stortli01,160,704,0.22727272727272727
8493,storytr01,221,875,0.25257142857142856
8496,stovage01,1382,5222,0.2646495595557258
8500,straijo01,130,520,0.25
8501,stranal01,211,947,0.22280887011615627
8502,strando01,434,1859,0.23345884884346424
8504,stransa01,790,2933,0.2693487896351858
8508,strawda01,1401,5418,0.25858250276854927
8509,streega01,312,1501,0.2078614257161892
8511,stricge01,633,2824,0.2241501416430595
8513,striege01,282,1359,0.20750551876379691
8514,strinlo01,290,1196,0.24247491638795987
8515,stripjo01,1238,4211,0.29399192590833534
8520,stroued01,320,1353,0.23651145602365115
8522,strunam01,1418,4999,0.28365673134626923
8525,stuardi01,1055,3997,0.26394796097072803
8527,stubbdr01,687,2834,0.2424135497529993
8528,stubbfr01,602,2591,0.2323427248166731
8534,sturgbo01,313,1220,0.2565573770491803
8536,sturmjo01,125,524,0.2385496183206107
8539,stynech01,640,2326,0.2751504729148753
8541,suareeu01,442,1715,0.2577259475218659
8542,suareke01,150,661,0.22692889561270801
8545,sudakbi01,362,1548,0.23385012919896642
8546,suderpe01,1268,5085,0.24936086529006882
8548,suhrgu01,1446,5176,0.2793663060278207
8549,sukefcl01,326,1237,0.2635408245755861
8555,sullibi03,777,3647,0.21305182341650672
8556,sullibi04,820,2840,0.2887323943661972
8558,sullico01,305,1127,0.2706299911268855
8559,sullida01,183,786,0.23282442748091603
8561,sullide02,221,925,0.23891891891891892
8562,sulliha02,192,851,0.2256169212690952
8564,sullijo01,495,1656,0.29891304347826086
8567,sullijo06,422,1833,0.23022367703218766
8575,summaho01,905,3001,0.3015661446184605
8576,summech01,350,1371,0.2552881108679796
8580,sundbji01,1493,6021,0.24796545424348115
8581,surhobj01,2326,8258,0.28166626301767983
8587,sutclsy01,381,1322,0.28819969742813917
8588,suthega01,754,3104,0.24291237113402062
8592,suttola01,135,572,0.23601398601398602
8593,suzukku01,1149,4467,0.25721961047683006
8594,sveumda01,597,2526,0.23634204275534443
8595,swaciha01,304,1189,0.255677039529016
8601,swansda01,152,617,0.24635332252836303
8602,swansev01,573,1892,0.30285412262156447
8605,sweasch01,130,670,0.19402985074626866
8606,sweenbi02,1004,3692,0.27193932827735645
8607,sweenbi03,300,1050,0.2857142857142857
8611,sweened01,427,1841,0.23193916349809887
8614,sweenma01,464,1830,0.253551912568306
8615,sweenmi01,1540,5188,0.29683885890516576
8616,sweenpe01,109,521,0.2092130518234165
8618,sweenry01,584,2118,0.2757318224740321
8619,sweetri01,172,736,0.23369565217391305
8623,swiftbo01,635,2750,0.2309090909090909
8626,swishst01,305,1414,0.2157001414427157
8627,swoboro01,624,2581,0.24176675707090275
8628,szczuma01,122,514,0.23735408560311283
8631,tabatjo01,438,1592,0.2751256281407035
8633,tablepa01,1101,3911,0.28151367936589106
8635,taborji01,1021,3788,0.2695353748680042
8636,tagucso01,382,1369,0.27903579254930605
8643,tannech01,231,885,0.26101694915254237
8644,tannele01,833,3778,0.22048703017469562
8649,tarasto01,241,1006,0.23956262425447317
8651,tartada01,1366,5011,0.27260027938535225
8652,tartajo01,484,1857,0.2606354334948842
8655,tasbywi01,467,1868,0.25
8656,tatebe01,435,1560,0.27884615384615385
8659,tatepo01,179,822,0.21776155717761558
8660,tatisfe01,807,3051,0.26450344149459193
8665,taubeed01,784,2874,0.27279053583855256
8670,tavenja01,543,2131,0.25480994838104176
8672,taverfr01,1029,4043,0.2545139747712095
8674,taverwi01,662,2412,0.2744610281923715
8679,tayloca01,225,846,0.26595744680851063
8681,tayloch03,216,805,0.2683229813664596
8682,tayloda01,650,2190,0.2968036529680365
8686,tayloha01,502,1754,0.2862029646522235
8688,tayloha04,158,724,0.21823204419889503
8693,taylomi02,275,1131,0.24314765694076038
8694,taylore01,117,507,0.23076923076923078
8695,taylosa02,309,1263,0.24465558194774348
8697,tayloto02,2007,7680,0.261328125
8699,tayloza02,748,2865,0.26108202443280976
8700,teagata01,103,510,0.2019607843137255
8701,teahema01,759,2873,0.2641837800208841
8702,tebbebi01,1000,3704,0.26997840172786175
8705,teixema01,1862,6936,0.2684544405997693
8706,tejadmi01,2407,8434,0.28539245909414274
8710,templga01,2096,7721,0.2714674264991581
8711,templjo01,1484,5218,0.28440015331544655
8712,tenacge01,1060,4390,0.24145785876993167
8714,tepedfr01,122,507,0.2406311637080868
8717,terrelu01,129,551,0.23411978221415608
8720,terrybi01,2193,6428,0.34116365899191037
8721,terryze01,605,2327,0.2599914052428019
8722,terwiwa01,501,2091,0.23959827833572453
8726,tettlmi01,1132,4698,0.24095359727543636
8727,teufeti01,789,3112,0.25353470437017994
8731,thameer01,274,1102,0.24863883847549909
8732,thamema01,450,1827,0.24630541871921183
8733,theobro01,193,779,0.24775353016688062
8735,theriry01,911,3246,0.28065311152187306
8736,theveto01,1030,4164,0.2473583093179635
8738,tholejo01,323,1336,0.24176646706586827
8739,thomaan01,493,2103,0.2344270090347123
8744,thomacl02,165,709,0.23272214386459802
8746,thomade01,1163,4677,0.24866367329484712
